cid,upc,oid,dt,r_dt,prc,qty,amt,r_qty,r_amt,web_prod_id,GMM_DESC,PARENT_MDSE_DIVN_DESC
15175056,883000000000,1322434353,11/30/2016,12/17/2016,327.99,1,327.99,1,327.99,"3,93,916",HOME,SOFT HOME
15175056,883000000000,1319864019,11/28/2016,,327.99,1,327.99,,,"3,93,916",HOME,SOFT HOME
14140557,733000000000,1312777137,11/25/2016,,67.99,1,67.99,,,"3,40,590",HOME,SOFT HOME
14140557,733000000000,1211842091,7/16/2016,,84.99,1,84.99,,,"3,40,590",HOME,SOFT HOME
14159892,602000000000,1262926494,10/17/2016,,31,1,31,,,"4,77,513",BEAUTY,COSMETICS
14159892,602000000000,1233210342,09/01/2016,,31,1,31,,,"4,77,513",BEAUTY,COSMETICS
13441444,80225258226,1197747797,4/24/2016,,27,1,27,,,"4,58,541",CENTER CORE,INTIMATE APPAREL/HOSIERY
13441444,80225258226,1344267918,12/15/2016,,27,1,27,,,"4,58,541",CENTER CORE,INTIMATE APPAREL/HOSIERY
13178465,20714302573,1185362819,2/22/2016,,53,1,53,,,"4,66,543",BEAUTY,COSMETICS
11125533,20714302573,1185563859,2/23/2016,,53,1,53,,,"4,66,543",BEAUTY,COSMETICS
11125533,20714302573,1227129180,8/19/2016,,53,1,53,,,"4,66,543",BEAUTY,COSMETICS
13178465,20714302573,1261797312,10/16/2016,,53,1,53,,,"4,66,543",BEAUTY,COSMETICS
11274953,20714302573,1192877822,04/05/2016,,53,1,53,,,"4,66,543",BEAUTY,COSMETICS
11274953,20714302573,1241391162,9/17/2016,,43,1,43,,,"4,66,543",BEAUTY,COSMETICS
13178465,20714302573,1221596466,08/10/2016,,53,1,53,,,"4,66,543",BEAUTY,COSMETICS
11331832,3350000000000,1207757513,6/18/2016,,36,1,36,,,"4,65,469",BEAUTY,COSMETICS
11331832,3350000000000,1187272107,03/07/2016,,36,1,36,,,"4,65,469",BEAUTY,COSMETICS
11285950,21614052735,1247154930,9/24/2016,,69.99,1,69.99,,,"4,34,922",HOME,SOFT HOME
11285950,21614052735,1242846246,9/18/2016,,69.99,1,69.99,,,"4,34,922",HOME,SOFT HOME
11285950,21614052735,1245117243,9/22/2016,,69.99,1,69.99,,,"4,34,922",HOME,SOFT HOME
10202919,774000000000,1190328311,3/23/2016,,35,1,35,,,"4,53,754",BEAUTY,COSMETICS
10202919,774000000000,1199605439,05/02/2016,,35,1,35,,,"4,53,754",BEAUTY,COSMETICS
10202919,774000000000,1183157799,02/10/2016,,35,1,35,,,"4,53,754",BEAUTY,COSMETICS
10202919,774000000000,1201502120,05/12/2016,,35,1,35,,,"4,53,754",BEAUTY,COSMETICS
15387587,37882210951,1262510253,10/16/2016,,16.88,1,16.88,,,"3,67,040",CENTER CORE,INTIMATE APPAREL/HOSIERY
15387587,37882210951,1221950844,08/09/2016,,22.5,2,45,,,"3,67,040",CENTER CORE,INTIMATE APPAREL/HOSIERY
14766205,37882210951,1297144800,11/13/2016,,15.75,1,15.75,,,"3,67,040",CENTER CORE,INTIMATE APPAREL/HOSIERY
14766205,37882210951,1202034575,5/13/2016,,16.88,1,16.88,,,"3,67,040",CENTER CORE,INTIMATE APPAREL/HOSIERY
12967662,883000000000,LF16540771067,4/25/2016,,19.98,1,19.98,,,"3,69,432",COST/WORKROOM/LEASE,LEASED
12967662,883000000000,1191738564,04/01/2016,4/25/2016,19.98,1,19.98,1,19.98,"3,69,432",COST/WORKROOM/LEASE,LEASED
14106814,20714192334,1330970709,12/05/2016,,17.5,1,17.5,,,"4,80,999",BEAUTY,COSMETICS
15228868,20714192334,1256805009,10/04/2016,,17.5,1,17.5,,,"4,80,999",BEAUTY,COSMETICS
10187413,20714192334,1332056061,12/05/2016,,14.37,1,14.37,,,"4,80,999",BEAUTY,COSMETICS
15228868,20714192334,1188070255,03/11/2016,,16.5,1,16.5,,,"4,80,999",BEAUTY,COSMETICS
12826372,20714192334,1267667865,10/23/2016,,17.5,1,17.5,,,"4,80,999",BEAUTY,COSMETICS
14106814,20714192334,1217000325,7/31/2016,,17.5,1,17.5,,,"4,80,999",BEAUTY,COSMETICS
14865130,20714192334,1190881415,3/28/2016,,16.5,1,16.5,,,"4,80,999",BEAUTY,COSMETICS
14187194,20714192334,1197215851,4/22/2016,,16.5,1,16.5,,,"4,80,999",BEAUTY,COSMETICS
12826372,20714192334,1210418834,07/05/2016,,16.5,1,16.5,,,"4,80,999",BEAUTY,COSMETICS
14187194,20714192334,1360120773,12/31/2016,,17.5,1,17.5,,,"4,80,999",BEAUTY,COSMETICS
10187413,20714192334,1191510365,3/30/2016,,16.5,1,16.5,,,"4,80,999",BEAUTY,COSMETICS
14865130,20714192334,1242626337,9/18/2016,,14.68,1,14.68,,,"4,80,999",BEAUTY,COSMETICS
11749848,20714192334,1234053375,09/02/2016,,17.5,1,17.5,,,"4,80,999",BEAUTY,COSMETICS
11749848,20714192334,1204092293,5/27/2016,06/03/2016,16.5,1,16.5,1,16.5,"4,80,999",BEAUTY,COSMETICS
10147696,14671687590,1203949836,5/28/2016,,5.82,1,5.82,,,"4,62,403",CENTER CORE,INTIMATE APPAREL/HOSIERY
10147696,14671687590,1235905374,09/05/2016,,3.28,1,3.28,,,"4,62,403",CENTER CORE,INTIMATE APPAREL/HOSIERY
10875698,15716851174,1194797702,4/15/2016,05/03/2016,9.99,1,9.99,1,9.99,"4,54,768",MENS & KIDS,TOTAL MENS
10875698,15716851174,1194405481,04/11/2016,,9.74,6,58.44,,,"4,54,768",MENS & KIDS,TOTAL MENS
10875698,15716851174,1194455558,04/11/2016,,9.74,6,58.44,,,"4,54,768",MENS & KIDS,TOTAL MENS
10875698,15716851174,1194685074,04/11/2016,,9.74,6,58.44,,,"4,54,768",MENS & KIDS,TOTAL MENS
10875698,15716851174,1194685667,04/12/2016,05/03/2016,9.74,6,58.44,1,9.74,"4,54,768",MENS & KIDS,TOTAL MENS
10054197,717000000000,1183558869,2/15/2016,,41,1,41,,,"5,15,989",BEAUTY,COSMETICS
13110698,717000000000,1191131123,3/29/2016,,41,1,41,,,"5,15,989",BEAUTY,COSMETICS
13110698,717000000000,1208233780,6/21/2016,,41,1,41,,,"5,15,989",BEAUTY,COSMETICS
10054197,717000000000,1205279557,06/05/2016,,41,1,41,,,"5,15,989",BEAUTY,COSMETICS
13110698,717000000000,1222454415,08/09/2016,,42,1,42,,,"5,15,989",BEAUTY,COSMETICS
11704421,97695574169,1207617404,6/18/2016,,6.42,1,6.42,,,"4,50,774",CENTER CORE,INTIMATE APPAREL/HOSIERY
11704421,97695574169,1207747459,6/18/2016,,7.99,1,7.99,,,"4,50,774",CENTER CORE,INTIMATE APPAREL/HOSIERY
10617543,29442008481,1376835855,1/30/2017,,10.5,1,10.5,,,"4,64,235",CENTER CORE,INTIMATE APPAREL/HOSIERY
10617543,29442008481,1262450901,10/16/2016,,7.88,1,7.88,,,"4,64,235",CENTER CORE,INTIMATE APPAREL/HOSIERY
14234353,16853043781,1236992271,09/09/2016,,19.99,1,19.99,,,"4,68,725",HOME,SOFT HOME
14234353,16853043781,1211489519,7/13/2016,7/19/2016,23.99,2,47.98,2,47.98,"4,68,725",HOME,SOFT HOME
11686773,19585321820,1213405986,7/19/2016,7/23/2016,39,1,39,1,39,"4,55,178",CENTER CORE,INTIMATE APPAREL/HOSIERY
11686773,19585321820,RR16370255126,7/23/2016,,15.6,1,15.6,,,"4,55,178",CENTER CORE,INTIMATE APPAREL/HOSIERY
11631771,19585321769,1338779526,12/10/2016,,15.6,2,54.6,,,"4,55,178",CENTER CORE,INTIMATE APPAREL/HOSIERY
11631771,19585321769,1203881392,5/29/2016,,12.5,4,50,,,"4,55,178",CENTER CORE,INTIMATE APPAREL/HOSIERY
12954220,12036121024,1272240906,10/27/2016,,8.33,3,24.99,,,"4,71,466",CENTER CORE,INTIMATE APPAREL/HOSIERY
12954220,12036121024,1190243370,3/22/2016,,5.67,6,34.02,,,"4,71,466",CENTER CORE,INTIMATE APPAREL/HOSIERY
10164992,3150000000000,DA16011114568,11/10/2016,,60,2,120,,,"4,61,754",BEAUTY,COSMETICS
10164992,3150000000000,1200862659,05/07/2016,,60,1,60,,,"4,61,754",BEAUTY,COSMETICS
10143499,16853043767,1284172092,11/07/2016,,339.99,1,339.99,,,"4,68,730",HOME,SOFT HOME
10143499,16853043767,1281139851,11/01/2016,,339.99,1,339.99,,,"4,68,730",HOME,SOFT HOME
15557415,16853043767,1184853888,2/20/2016,05/05/2016,319.99,1,319.99,1,319.99,"4,68,730",HOME,SOFT HOME
15557415,16853043767,1199144561,05/01/2016,,299.99,1,299.99,,,"4,68,730",HOME,SOFT HOME
14679400,748000000000,1199095089,05/01/2016,,45,2,90,,,"4,96,678",CENTER CORE,HANDBAGS & ACCESSORIES
14679400,748000000000,1199057190,05/01/2016,,44.99,1,44.99,,,"4,96,678",CENTER CORE,HANDBAGS & ACCESSORIES
14679400,748000000000,1199415602,05/01/2016,5/23/2016,39.99,1,39.99,1,39.99,"4,96,678",CENTER CORE,HANDBAGS & ACCESSORIES
13019821,716000000000,1368758793,1/14/2017,,50,1,50,,,"3,93,197",BEAUTY,COSMETICS
13019821,716000000000,1198673737,4/29/2016,,50,1,50,,,"3,93,197",BEAUTY,COSMETICS
13019821,716000000000,1215582423,7/26/2016,,50,1,50,,,"3,93,197",BEAUTY,COSMETICS
13019821,716000000000,1322006724,11/29/2016,,50,1,50,,,"3,93,197",BEAUTY,COSMETICS
13019821,716000000000,1247838723,9/26/2016,,50,1,50,,,"3,93,197",BEAUTY,COSMETICS
10582481,716000000000,1255117587,10/03/2016,,27,1,27,,,"5,41,262",BEAUTY,COSMETICS
10582481,716000000000,1186166717,2/28/2016,,25,1,25,,,"5,41,262",BEAUTY,COSMETICS
12516432,31009419913,1193486575,04/06/2016,,9.99,1,9.99,,,"4,76,963",HOME,SOFT HOME
12516432,31009419913,1193456550,04/06/2016,,11.99,1,11.99,,,"4,76,963",HOME,SOFT HOME
14797158,733000000000,KK17210701272,01/02/2017,,63.74,4,254.96,,,"4,91,216",HOME,SOFT HOME
14797158,733000000000,1361154396,01/02/2017,1/23/2017,72.24,3,216.72,3,216.72,"4,91,216",HOME,SOFT HOME
14797158,733000000000,1360974726,01/02/2017,1/23/2017,72.24,4,288.96,4,288.96,"4,91,216",HOME,SOFT HOME
15547818,733000000000,1244060067,9/19/2016,,102,1,102,,,"4,91,216",HOME,SOFT HOME
14797158,733000000000,1361843586,01/02/2017,1/23/2017,72.24,3,216.72,3,216.72,"4,91,216",HOME,SOFT HOME
15547818,733000000000,1219507608,08/03/2016,,84.99,1,84.99,,,"4,91,216",HOME,SOFT HOME
10714236,789000000000,1285879344,11/07/2016,,7.83,3,23.49,,,"4,19,875",CENTER CORE,INTIMATE APPAREL/HOSIERY
10714236,789000000000,1281903744,11/04/2016,,7.6,3,22.8,,,"4,19,875",CENTER CORE,INTIMATE APPAREL/HOSIERY
14161716,3150000000000,1220245488,08/05/2016,,32,2,64,,,"4,94,448",BEAUTY,COSMETICS
13225866,3150000000000,1369243524,01/10/2017,,32,1,32,,,"4,94,448",BEAUTY,COSMETICS
13225866,3150000000000,1371785496,1/16/2017,2/18/2017,32,1,32,1,32,"4,94,448",BEAUTY,COSMETICS
14161716,3150000000000,1287863019,11/08/2016,,32,2,64,,,"4,94,448",BEAUTY,COSMETICS
14547711,776000000000,1345222152,12/15/2016,12/21/2016,65,1,65,1,65,"5,06,150",CENTER CORE,FASHION JEWELRY / WATCHES
14547711,776000000000,1347980688,12/17/2016,,39.99,1,39.99,,,"5,06,150",CENTER CORE,FASHION JEWELRY / WATCHES
14887852,13302386628,1261391781,10/12/2016,,19.99,3,59.97,,,"5,19,755",HOME,SOFT HOME
14887852,13302386628,1258903584,10/08/2016,,14.44,1,14.44,,,"5,19,755",HOME,SOFT HOME
11432137,884000000000,1206601845,06/12/2016,,23.09,1,23.09,,,"4,96,146",MENS & KIDS,TOTAL MENS
11432137,884000000000,1205231636,06/05/2016,06/12/2016,26.39,1,26.39,1,26.39,"4,96,146",MENS & KIDS,TOTAL MENS
11432137,884000000000,1206234450,06/11/2016,6/22/2016,24.74,1,24.74,1,24.74,"4,96,146",MENS & KIDS,TOTAL MENS
12020789,670000000000,1324989753,12/01/2016,,34.04,1,34.04,,,"4,94,016",BEAUTY,COSMETICS
12020789,670000000000,1357880022,12/27/2016,,38,1,38,,,"4,94,016",BEAUTY,COSMETICS
11091504,19585407470,1249038397,11/04/2016,,17.64,2,35.28,,,"5,61,227",CENTER CORE,INTIMATE APPAREL/HOSIERY
11091504,19585407470,1246010080,10/30/2016,,29.4,1,29.4,,,"5,61,227",CENTER CORE,INTIMATE APPAREL/HOSIERY
10919886,27131133148,1217738427,08/01/2016,,12,1,12,,,"5,07,694",BEAUTY,COSMETICS
10919886,27131133148,1186658671,03/03/2016,,12,1,12,,,"5,07,694",BEAUTY,COSMETICS
10146365,733000000000,1219904823,08/05/2016,,34.99,1,34.99,,,"4,91,218",HOME,SOFT HOME
10146365,733000000000,1219406307,08/02/2016,,31.99,1,31.99,,,"4,91,218",HOME,SOFT HOME
11522942,666000000000,1212191603,7/17/2016,,12.99,1,12.99,,,"5,64,240",MENS & KIDS,TOTAL MENS
11522942,666000000000,1213203225,7/20/2016,,20,1,20,,,"5,64,240",MENS & KIDS,TOTAL MENS
10547117,20714463717,1191007285,3/27/2016,,17,1,17,,,"5,25,880",BEAUTY,COSMETICS
10547117,20714463717,1183420588,02/11/2016,,17,1,17,,,"5,25,880",BEAUTY,COSMETICS
15499791,20714463717,1229378034,8/22/2016,,17,1,17,,,"5,25,880",BEAUTY,COSMETICS
15499791,20714463717,1190743352,3/28/2016,,17,1,17,,,"5,25,880",BEAUTY,COSMETICS
10547117,20714463717,1278501033,10/30/2016,,17,1,17,,,"5,25,880",BEAUTY,COSMETICS
10928684,844000000000,1321612371,11/28/2016,,99,1,99,,,"5,05,252",CENTER CORE,FINE JEWELRY
10928684,844000000000,1321250442,11/28/2016,,99,1,99,,,"5,05,252",CENTER CORE,FINE JEWELRY
14011866,13302386710,MI16350383509,5/23/2016,,5.4,2,10.8,,,"5,19,752",HOME,SOFT HOME
14011866,13302386710,MI16350325550,5/23/2016,,5.4,12,64.8,,,"5,19,752",HOME,SOFT HOME
14011866,13302386710,1201886571,5/13/2016,,5.99,6,35.94,,,"5,19,752",HOME,SOFT HOME
12957472,42694293337,1185935395,2/26/2016,,46.4,2,92.8,,,"5,27,957",HOME,SOFT HOME
12957472,42694293337,1182505171,02/07/2016,,33.99,2,67.98,,,"5,27,957",HOME,SOFT HOME
12957472,42694293337,1186065599,2/28/2016,,33.99,2,67.98,,,"5,27,957",HOME,SOFT HOME
10649715,720000000000,1217261718,7/30/2016,,46,1,46,,,"5,46,525",CENTER CORE,INTIMATE APPAREL/HOSIERY
10649715,720000000000,1207401073,6/14/2016,,46,1,46,,,"5,46,525",CENTER CORE,INTIMATE APPAREL/HOSIERY
10649715,720000000000,1203681514,5/25/2016,,46,2,92,,,"5,46,525",CENTER CORE,INTIMATE APPAREL/HOSIERY
12122879,20714462789,1252079502,10/02/2016,,14.5,1,14.5,,,"5,21,936",BEAUTY,COSMETICS
12122879,20714462789,1251779817,10/02/2016,,14.5,1,14.5,,,"5,21,936",BEAUTY,COSMETICS
15029456,13302386642,1261185099,10/13/2016,,4.99,5,24.95,,,"5,19,757",HOME,SOFT HOME
15029456,13302386642,1350367122,12/18/2016,,4.24,3,12.72,,,"5,19,757",HOME,SOFT HOME
15469691,733000000000,1209645512,6/29/2016,,29.98,2,59.96,,,"5,28,056",MENS & KIDS,TOTAL MENS
15469691,733000000000,1209655560,6/29/2016,,29.98,2,59.96,,,"5,28,056",MENS & KIDS,TOTAL MENS
14729906,749000000000,1205193376,06/06/2016,,19.98,1,19.98,,,"5,91,968",COST/WORKROOM/LEASE,LEASED
14729906,749000000000,1209254165,6/27/2016,,19.98,1,19.98,,,"5,91,968",COST/WORKROOM/LEASE,LEASED
10023429,20714462727,1233107106,8/31/2016,,24,1,24,,,"5,21,930",BEAUTY,COSMETICS
11454535,20714462727,1185063630,2/20/2016,,23.5,1,23.5,,,"5,21,930",BEAUTY,COSMETICS
13352602,20714462727,1198139236,4/26/2016,,23.5,2,47,,,"5,21,930",BEAUTY,COSMETICS
11782106,20714462727,1332518763,12/07/2016,,21.18,1,21.18,,,"5,21,930",BEAUTY,COSMETICS
10023429,20714462727,1341483579,12/12/2016,,24,1,24,,,"5,21,930",BEAUTY,COSMETICS
10342945,20714462727,1247508627,9/26/2016,,24,2,48,,,"5,21,930",BEAUTY,COSMETICS
13532273,20714462727,1359840102,12/28/2016,,24,1,24,,,"5,21,930",BEAUTY,COSMETICS
13352602,20714462727,1252332870,10/02/2016,,24,1,24,,,"5,21,930",BEAUTY,COSMETICS
10922772,20714462727,1205098521,06/03/2016,,23.5,1,23.5,,,"5,21,930",BEAUTY,COSMETICS
11782106,20714462727,1226939172,8/21/2016,,24,1,24,,,"5,21,930",BEAUTY,COSMETICS
11454535,20714462727,JH16371224758,7/13/2016,,23.5,1,23.5,,,"5,21,930",BEAUTY,COSMETICS
13512469,20714462727,1203154908,5/23/2016,,23.5,1,23.5,,,"5,21,930",BEAUTY,COSMETICS
13547441,20714462727,1225464672,8/17/2016,,24,1,24,,,"5,21,930",BEAUTY,COSMETICS
13547441,20714462727,1254844077,10/03/2016,,24,1,24,,,"5,21,930",BEAUTY,COSMETICS
14058793,20714462727,1191601674,3/30/2016,,23.5,1,23.5,,,"5,21,930",BEAUTY,COSMETICS
13512469,20714462727,1264641754,1/19/2017,,24,1,24,,,"5,21,930",BEAUTY,COSMETICS
14058793,20714462727,1212466499,7/18/2016,,23.5,1,23.5,,,"5,21,930",BEAUTY,COSMETICS
13532273,20714462727,1207035587,6/15/2016,,23.5,2,47,,,"5,21,930",BEAUTY,COSMETICS
10342945,20714462727,1247388465,9/26/2016,,24,2,48,,,"5,21,930",BEAUTY,COSMETICS
13547441,20714462727,1361828529,12/31/2016,,24,2,48,,,"5,21,930",BEAUTY,COSMETICS
13512469,20714462727,1248754455,9/27/2016,,24,1,24,,,"5,21,930",BEAUTY,COSMETICS
11454535,20714462727,1210594651,07/06/2016,7/18/2016,23.5,1,23.5,1,23.5,"5,21,930",BEAUTY,COSMETICS
11782106,20714462727,1230730128,8/24/2016,,24,1,24,,,"5,21,930",BEAUTY,COSMETICS
10922772,20714462727,1186518718,03/02/2016,,23.5,1,23.5,,,"5,21,930",BEAUTY,COSMETICS
11221844,884000000000,1258715287,11/17/2016,11/23/2016,167.2,1,167.2,1,167.2,"5,22,262",READY TO WEAR,CLASSIFICATIONS
11221844,884000000000,NW16310993884,11/13/2016,11/23/2016,146.3,1,146.3,1,146.3,"5,22,262",READY TO WEAR,CLASSIFICATIONS
10381094,622000000000,NR16950255517,5/29/2016,,84.99,1,84.99,,,"5,51,811",HOME,SOFT HOME
10381094,622000000000,1314894942,11/26/2016,,69.99,1,69.99,,,"5,51,811",HOME,SOFT HOME
14293438,58665187970,1198127993,4/26/2016,,19.98,1,19.98,,,"5,61,799",MENS & KIDS,TOTAL MENS
14293438,58665187970,1211434146,07/12/2016,,19.98,1,19.98,,,"5,61,799",MENS & KIDS,TOTAL MENS
11913765,716000000000,1371489738,1/17/2017,,27,1,27,,,"5,41,258",BEAUTY,COSMETICS
11913765,716000000000,1202412997,5/19/2016,,25,1,25,,,"5,41,258",BEAUTY,COSMETICS
13114697,51153873805,AF16550165563,05/05/2016,,31.99,1,31.99,,,"5,75,949",HOME,SOFT HOME
13114697,51153873805,AF16561145045,06/05/2016,,42.49,1,42.49,,,"5,75,949",HOME,SOFT HOME
13875090,20714430412,1249153296,9/28/2016,,21,2,42,,,"5,49,310",BEAUTY,COSMETICS
13875090,20714430412,1210338597,07/05/2016,,21,1,21,,,"5,49,310",BEAUTY,COSMETICS
13875090,20714430412,1187491298,03/09/2016,,21,2,42,,,"5,49,310",BEAUTY,COSMETICS
12637398,38861085539,1248431856,9/28/2016,,20.35,1,20.35,,,"5,64,069",HOME,SOFT HOME
12637398,38861085539,1247435703,9/25/2016,,25.49,1,25.49,,,"5,64,069",HOME,SOFT HOME
12131780,729000000000,1265590075,1/31/2017,,10,1,10,,,"6,11,923",BEAUTY,COSMETICS
12131780,729000000000,1265349730,1/31/2017,,10,1,10,,,"6,11,923",BEAUTY,COSMETICS
12131780,729000000000,1289511426,11/10/2016,,9.5,1,9.5,,,"6,11,923",BEAUTY,COSMETICS
10186944,27131978817,1223231397,08/11/2016,,42,2,84,,,"6,14,104",BEAUTY,COSMETICS
10186944,27131978817,1183141856,02/11/2016,,40,1,40,,,"6,14,104",BEAUTY,COSMETICS
11289587,27131811657,1210569857,07/08/2016,,26,1,26,,,"5,48,474",BEAUTY,COSMETICS
11289587,27131811657,1187630120,03/09/2016,,26,1,26,,,"5,48,474",BEAUTY,COSMETICS
11289587,27131811657,1264641483,10/21/2016,,22.63,1,22.63,,,"5,48,474",BEAUTY,COSMETICS
10633915,787000000000,1317968739,11/28/2016,,10.99,1,10.99,,,"5,94,138",MENS & KIDS,TOTAL MENS
10633915,787000000000,1319106771,11/27/2016,,10.99,1,10.99,,,"5,94,138",MENS & KIDS,TOTAL MENS
10633915,787000000000,1316916018,11/27/2016,,10.99,1,10.99,,,"5,94,138",MENS & KIDS,TOTAL MENS
10260867,787000000000,1199232673,4/30/2016,,8.24,1,8.24,,,"5,94,138",MENS & KIDS,TOTAL MENS
10260867,787000000000,1199332439,4/30/2016,5/15/2016,8.24,1,8.24,1,8.24,"5,94,138",MENS & KIDS,TOTAL MENS
12016288,15182161050,1369491129,01/11/2017,,3,2,6,,,"5,62,092",CENTER CORE,INTIMATE APPAREL/HOSIERY
12016288,15182161050,1187408765,03/06/2016,,2.5,4,10,,,"5,62,092",CENTER CORE,INTIMATE APPAREL/HOSIERY
10362616,883000000000,1223973330,8/13/2016,8/31/2016,23.63,1,23.63,1,23.63,"5,73,660",CENTER CORE,WOMENS SHOES
10362616,883000000000,1223899350,8/13/2016,,23.63,1,23.63,,,"5,73,660",CENTER CORE,WOMENS SHOES
10410279,42648074791,1211777086,7/14/2016,,9.49,1,9.49,,,"6,02,809",HOME,SOFT HOME
10410279,42648074791,1187777570,03/09/2016,,7.61,1,7.61,,,"6,02,809",HOME,SOFT HOME
11700955,733000000000,1313038998,11/26/2016,12/23/2016,22.99,1,22.99,1,22.99,"5,84,128",HOME,SOFT HOME
11700955,733000000000,1317700431,11/27/2016,,17.58,1,17.58,,,"5,84,128",HOME,SOFT HOME
13366837,717000000000,1280956242,10/31/2016,,45,1,45,,,"5,96,422",BEAUTY,COSMETICS
13366837,717000000000,1208562566,6/23/2016,,37.27,1,37.27,,,"5,96,422",BEAUTY,COSMETICS
11516515,3350000000000,1189618313,3/21/2016,6/18/2016,54,1,54,1,54,"6,10,734",BEAUTY,COSMETICS
11516515,3350000000000,1281432333,11/05/2016,,54,1,54,,,"6,10,734",BEAUTY,COSMETICS
11608892,776000000000,1199615528,05/02/2016,,149.99,1,149.99,,,"6,27,351",MENS & KIDS,TOTAL MENS
11608892,776000000000,1201013927,05/07/2016,,159.99,1,159.99,,,"6,27,351",MENS & KIDS,TOTAL MENS
10136073,735000000000,1323847335,11/30/2016,,16.19,1,16.19,,,"6,51,852",HOME,SOFT HOME
10136073,735000000000,1341287409,12/13/2016,,15.29,1,15.29,,,"6,51,852",HOME,SOFT HOME
10457582,52177109680,1191759190,04/01/2016,,39.99,1,39.99,,,"6,12,374",MENS & KIDS,TOTAL MENS
10457582,52177109680,1183705609,2/14/2016,,39.99,1,39.99,,,"6,12,374",MENS & KIDS,TOTAL MENS
14015198,52177087360,1221078633,08/06/2016,,39.99,1,39.99,,,"6,12,374",MENS & KIDS,TOTAL MENS
14015198,52177087360,1297149702,11/14/2016,,39.99,1,39.99,,,"6,12,374",MENS & KIDS,TOTAL MENS
14015198,52177087360,1234318824,09/04/2016,,39.99,1,39.99,,,"6,12,374",MENS & KIDS,TOTAL MENS
10656182,51153827655,1344801510,12/15/2016,12/26/2016,299.99,1,299.99,1,299.99,"5,98,964",HOME,SOFT HOME
10656182,51153827655,1344137064,12/14/2016,12/22/2016,299.99,1,299.99,1,299.99,"5,98,964",HOME,SOFT HOME
12782838,887000000000,1336972692,12/10/2016,,23.99,1,23.99,,,"6,56,182",MENS & KIDS,TOTAL MENS
12782838,887000000000,1182429718,02/07/2016,2/15/2016,40,1,40,1,40,"6,56,182",MENS & KIDS,TOTAL MENS
11343203,610000000000,1282027278,11/04/2016,11/28/2016,28.99,1,28.99,1,28.99,"5,95,784",READY TO WEAR,SPECIAL SIZES
11343203,610000000000,1189286583,3/17/2016,3/26/2016,23.98,1,23.98,1,23.98,"5,95,784",READY TO WEAR,SPECIAL SIZES
10026724,887000000000,1198228225,4/26/2016,,29.99,1,29.99,,,"6,56,182",MENS & KIDS,TOTAL MENS
10026724,887000000000,1230125907,8/25/2016,09/09/2016,50,1,50,1,50,"6,56,182",MENS & KIDS,TOTAL MENS
11795186,11172446008,1339819803,12/11/2016,,18.69,1,18.69,,,"6,26,446",HOME,SOFT HOME
11795186,11172446008,1208029060,6/20/2016,,18.69,3,56.07,,,"6,26,446",HOME,SOFT HOME
15378911,733000000000,1248479979,9/29/2016,,3.59,2,7.18,,,"6,01,854",HOME,SOFT HOME
15378911,733000000000,1264330404,10/19/2016,,9.6,1,9.6,,,"6,01,854",HOME,SOFT HOME
11508389,733000000000,1320357276,11/28/2016,,4.79,2,9.58,,,"6,01,854",HOME,SOFT HOME
15378911,733000000000,JW16610843545,11/26/2016,,5.39,3,16.17,,,"6,01,854",HOME,SOFT HOME
11508389,733000000000,1249476459,9/29/2016,,2.71,2,5.42,,,"6,01,854",HOME,SOFT HOME
11508389,733000000000,1202435968,5/17/2016,,4.76,2,9.52,,,"6,01,854",HOME,SOFT HOME
12417501,691000000000,1317135852,11/27/2016,,125,1,125,,,"6,48,201",CENTER CORE,FASHION JEWELRY / WATCHES
12417501,691000000000,1301399859,11/19/2016,,125,1,125,,,"6,48,201",CENTER CORE,FASHION JEWELRY / WATCHES
11497724,28399004362,1185775995,2/26/2016,3/14/2016,24,1,24,1,24,"6,49,667",MENS & KIDS,TOTAL CHILDRENS
11497724,28399004362,1185254386,2/22/2016,,30,1,30,,,"6,49,667",MENS & KIDS,TOTAL CHILDRENS
15774044,27131913016,1329809931,12/04/2016,,20,1,20,,,"6,25,586",BEAUTY,COSMETICS
15774044,27131913016,1227116211,8/21/2016,,24,1,24,,,"6,25,586",BEAUTY,COSMETICS
11608308,652000000000,1265198299,1/30/2017,,29.99,12,359.88,,,"6,38,284",HOME,SOFT HOME
11608308,652000000000,NK17011155260,1/30/2017,,29.99,2,59.98,,,"6,38,284",HOME,SOFT HOME
15481879,83623653273,1203694488,5/26/2016,,10,2,26,,,"6,39,919",CENTER CORE,INTIMATE APPAREL/HOSIERY
15481879,83623653273,1245955030,10/31/2016,,28,1,28,,,"6,39,919",CENTER CORE,INTIMATE APPAREL/HOSIERY
11665940,735000000000,1184959817,2/19/2016,,7.99,1,7.99,,,"5,51,677",CENTER CORE,FASHION JEWELRY / WATCHES
11665940,735000000000,1183423200,02/12/2016,,10.3,1,10.3,,,"5,51,677",CENTER CORE,FASHION JEWELRY / WATCHES
13103698,12214991920,1203141001,5/22/2016,5/29/2016,48,1,48,1,48,"5,61,760",CENTER CORE,INTIMATE APPAREL/HOSIERY
13103698,12214991920,1200942196,05/07/2016,5/20/2016,48,1,48,1,48,"5,61,760",CENTER CORE,INTIMATE APPAREL/HOSIERY
